Airline|Date_of_Journey|Source|Destination|Route|Dep_Time|Arrival_Time|Duration|Total_Stops|Additional_Info|Price|Month|Date|Day_of_week
VISTARA|2019-01-05|KOLKATA|BANGLORE|CCU ? DEL ? BLR|7|20:20|790|1 STOP|NO INFO|8610|1|5|5
JET AIRWAYS|2019-12-06|KOLKATA|BANGLORE|CCU ? BOM ? BLR|14|22:35|510|1 STOP|NO INFO|13626|12|6|4
JET AIRWAYS|2019-09-06|NEW DELHI|COCHIN|DEL ? JAI ? BOM ? COK|9|12:35|1615|2 STOPS|IN-FLIGHT MEAL NOT INCLUDED|10368|9|6|4
INDIGO|2019-06-18|MUMBAI|HYDERABAD|BOM ? HYD|2|04:05|90|NON-STOP|NO INFO|2754|6|18|1
JET AIRWAYS|2019-06-06|KOLKATA|BANGLORE|CCU ? DEL ? BLR|17|18:00|1500|1 STOP|NO INFO|12692|6|6|3
INDIGO|2019-01-03|BANGLORE|NEW DELHI|BLR ? DEL|10|13:00|175|NON-STOP|NO INFO|10067|1|3|3
GOAIR|2019-03-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|10|19:35|540|1 STOP|NO INFO|4959|3|6|2
AIR INDIA|2019-01-03|BANGLORE|NEW DELHI|BLR ? BOM ? IDR ? DEL|8|11:10|1580|2 STOPS|NO INFO|19372|1|3|3
AIR INDIA|2019-05-18|MUMBAI|HYDERABAD|BOM ? HYD|6|07:40|80|NON-STOP|NO INFO|3100|5|18|5
MULTIPLE CARRIERS|2019-05-15|NEW DELHI|COCHIN|DEL ? BOM ? COK|7|21:00|810|1 STOP|NO INFO|8405|5|15|2
MULTIPLE CARRIERS|2019-05-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|11|21:00|570|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|6943|5|27|0
SPICEJET|2019-04-27|KOLKATA|BANGLORE|CCU ? BLR|17|19:40|150|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|3841|4|27|5
SPICEJET|2019-06-06|MUMBAI|HYDERABAD|BOM ? HYD|22|00:15|90|NON-STOP|NO INFO|2017|6|6|3
VISTARA|2019-01-05|KOLKATA|BANGLORE|CCU ? DEL ? BLR|17|10:45|1065|1 STOP|NO INFO|9187|1|5|5
JET AIRWAYS|2019-12-05|KOLKATA|BANGLORE|CCU ? BOM ? BLR|8|19:50|685|1 STOP|NO INFO|13941|12|5|3
JET AIRWAYS|2019-03-21|NEW DELHI|COCHIN|DEL ? MAA ? BOM ? COK|19|18:50|1415|2 STOPS|IN-FLIGHT MEAL NOT INCLUDED|8938|3|21|3
SPICEJET|2019-05-18|BANGLORE|NEW DELHI|BLR ? DEL|9|12:20|170|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|4319|5|18|5
SPICEJET|2019-01-04|BANGLORE|NEW DELHI|BLR ? DEL|21|00:05|175|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|3573|1|4|4
SPICEJET|2019-03-05|KOLKATA|BANGLORE|CCU ? BLR|9|11:25|145|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|3841|3|5|1
JET AIRWAYS|2019-06-27|NEW DELHI|COCHIN|DEL ? COK|11|14:15|195|NON-STOP|IN-FLIGHT MEAL NOT INCLUDED|7202|6|27|3
VISTARA|2019-09-06|KOLKATA|BANGLORE|CCU ? DEL ? BLR|17|22:55|355|1 STOP|NO INFO|9187|9|6|4
GOAIR|2019-03-06|NEW DELHI|COCHIN|DEL ? AMD ? COK|7|13:35|370|1 STOP|NO INFO|6976|3|6|2
JET AIRWAYS|2019-05-21|NEW DELHI|COCHIN|DEL ? BOM ? COK|18|12:35|1100|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|12898|5|21|1
JET AIRWAYS|2019-05-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|2|04:25|1570|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|12898|5|27|0
JET AIRWAYS|2019-06-15|NEW DELHI|COCHIN|DEL ? IDR ? BOM ? COK|21|19:00|1295|2 STOPS|IN-FLIGHT MEAL NOT INCLUDED|10588|6|15|5
AIR INDIA|2019-06-24|NEW DELHI|COCHIN|DEL ? GOI ? BOM ? COK|22|19:15|1275|2 STOPS|NO INFO|9181|6|24|0
JET AIRWAYS|2019-03-03|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|5|05:05|1400|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|11087|3|3|6
JET AIRWAYS|2019-06-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|7|12:35|330|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|6|27|3
JET AIRWAYS|2019-06-04|NEW DELHI|COCHIN|DEL ? COK|11|14:15|195|NON-STOP|IN-FLIGHT MEAL NOT INCLUDED|4886|6|4|1
INDIGO|2019-03-21|NEW DELHI|COCHIN|DEL ? BBI ? COK|2|08:30|355|1 STOP|NO INFO|8470|3|21|3
AIR INDIA|2019-05-21|KOLKATA|BANGLORE|CCU ? GAU ? IMF ? DEL ? BLR|9|23:15|805|3 STOPS|NO INFO|14960|5|21|1
SPICEJET|2019-09-05|KOLKATA|BANGLORE|CCU ? BLR|6|09:30|155|NON-STOP|NO INFO|3873|9|5|3
AIR INDIA|2019-09-03|NEW DELHI|COCHIN|DEL ? AMD ? BOM ? COK|16|19:15|1595|2 STOPS|NO INFO|11911|9|3|1
AIR INDIA|2019-06-15|NEW DELHI|COCHIN|DEL ? BLR ? COK|9|23:00|795|1 STOP|NO INFO|8907|6|15|5
SPICEJET|2019-09-05|CHENNAI|KOLKATA|MAA ? CCU|8|10:35|135|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|3859|9|5|3
AIR ASIA|2019-06-24|KOLKATA|BANGLORE|CCU ? BLR|22|01:20|150|NON-STOP|NO INFO|3807|6|24|0
AIR ASIA|2019-06-03|KOLKATA|BANGLORE|CCU ? BLR|10|12:55|155|NON-STOP|NO INFO|4384|6|3|0
MULTIPLE CARRIERS|2019-03-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|4|12:35|460|1 STOP|NO INFO|11622|3|6|2
VISTARA|2019-03-24|BANGLORE|NEW DELHI|BLR ? DEL|19|22:20|160|NON-STOP|NO INFO|4563|3|24|6
SPICEJET|2019-01-04|MUMBAI|HYDERABAD|BOM ? HYD|13|14:45|90|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|1965|1|4|4
AIR INDIA|2019-04-24|KOLKATA|BANGLORE|CCU ? BLR|20|23:20|155|NON-STOP|NO INFO|4145|4|24|2
JET AIRWAYS|2019-03-24|KOLKATA|BANGLORE|CCU ? BOM ? BLR|21|20:40|1410|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10031|3|24|6
AIR INDIA|2019-01-03|BANGLORE|NEW DELHI|BLR ? HYD ? DEL|17|23:10|370|1 STOP|NO INFO|11628|1|3|3
JET AIRWAYS|2019-06-15|NEW DELHI|COCHIN|DEL ? BOM ? COK|7|12:35|330|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|6|15|5
SPICEJET|2019-06-24|MUMBAI|HYDERABAD|BOM ? HYD|13|14:45|90|NON-STOP|NO INFO|2017|6|24|0
VISTARA|2019-04-27|NEW DELHI|COCHIN|DEL ? COK|6|09:10|190|NON-STOP|NO INFO|6216|4|27|5
MULTIPLE CARRIERS|2019-05-15|NEW DELHI|COCHIN|DEL ? GWL ? IDR ? BOM ? COK|11|01:30|835|3 STOPS|NO INFO|16294|5|15|2
INDIGO|2019-03-06|BANGLORE|NEW DELHI|BLR ? DEL|4|06:50|170|NON-STOP|NO INFO|3943|3|6|2
MULTIPLE CARRIERS|2019-05-27|NEW DELHI|COCHIN|DEL ? HYD ? COK|14|22:30|455|1 STOP|NO INFO|7038|5|27|0
SPICEJET|2019-09-03|BANGLORE|NEW DELHI|BLR ? PNQ ? DEL|10|18:15|475|1 STOP|NO INFO|7294|9|3|1
SPICEJET|2019-06-04|KOLKATA|BANGLORE|CCU ? BLR|9|11:25|145|NON-STOP|NO INFO|3873|6|4|1
AIR INDIA|2019-06-18|MUMBAI|HYDERABAD|BOM ? HYD|13|15:25|90|NON-STOP|NO INFO|3100|6|18|1
MULTIPLE CARRIERS|2019-05-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|10|19:00|540|1 STOP|NO INFO|12507|5|27|0
AIR ASIA|2019-05-21|NEW DELHI|COCHIN|DEL ? BLR ? COK|7|22:30|875|1 STOP|NO INFO|6152|5|21|1
AIR INDIA|2019-01-04|KOLKATA|BANGLORE|CCU ? GAU ? BLR|9|21:05|675|1 STOP|NO INFO|8030|1|4|4
JET AIRWAYS|2019-06-18|BANGLORE|NEW DELHI|BLR ? DEL|8|11:20|180|NON-STOP|IN-FLIGHT MEAL NOT INCLUDED|5769|6|18|1
INDIGO|2019-06-06|KOLKATA|BANGLORE|CCU ? BLR|17|19:50|155|NON-STOP|NO INFO|4804|6|6|3
AIR INDIA|2019-05-18|NEW DELHI|COCHIN|DEL ? MAA ? COK|9|09:25|1420|1 STOP|NO INFO|8372|5|18|5
JET AIRWAYS|2019-03-15|BANGLORE|NEW DELHI|BLR ? MAA ? DEL|9|14:25|280|1 STOP|NO INFO|8578|3|15|4
AIR INDIA|2019-05-18|NEW DELHI|COCHIN|DEL ? GOI ? BOM ? COK|22|19:15|1275|2 STOPS|NO INFO|11228|5|18|5
AIR INDIA|2019-01-05|KOLKATA|BANGLORE|CCU ? GAU ? DEL ? BLR|9|08:55|1385|2 STOPS|NO INFO|13227|1|5|5
INDIGO|2019-03-15|BANGLORE|NEW DELHI|BLR ? DEL|20|22:55|175|NON-STOP|NO INFO|8855|3|15|4
MULTIPLE CARRIERS|2019-12-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|3|12:35|525|1 STOP|NO INFO|12192|12|6|4
JET AIRWAYS|2019-06-27|NEW DELHI|COCHIN|DEL ? AMD ? BOM ? COK|23|19:00|1195|2 STOPS|NO INFO|12819|6|27|3
INDIGO|2019-06-27|BANGLORE|NEW DELHI|BLR ? DEL|6|08:50|165|NON-STOP|NO INFO|3943|6|27|3
MULTIPLE CARRIERS|2019-09-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|0|12:55|755|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|18260|9|3|1
AIR INDIA|2019-04-18|BANGLORE|NEW DELHI|BLR ? DEL|6|08:55|165|NON-STOP|NO INFO|5228|4|18|3
JET AIRWAYS|2019-12-06|NEW DELHI|COCHIN|DEL ? ATQ ? BOM ? COK|12|04:25|970|2 STOPS|NO INFO|14300|12|6|4
AIR INDIA|2019-01-05|KOLKATA|BANGLORE|CCU ? BBI ? BOM ? BLR|12|18:30|1830|2 STOPS|NO INFO|10151|1|5|5
INDIGO|2019-06-05|KOLKATA|BANGLORE|CCU ? MAA ? BLR|17|22:15|280|1 STOP|NO INFO|5699|6|5|2
VISTARA|2019-05-21|KOLKATA|BANGLORE|CCU ? DEL ? BLR|7|10:45|1655|1 STOP|NO INFO|9187|5|21|1
VISTARA|2019-06-06|KOLKATA|BANGLORE|CCU ? DEL ? BLR|20|09:05|765|1 STOP|NO INFO|8452|6|6|3
MULTIPLE CARRIERS|2019-03-21|NEW DELHI|COCHIN|DEL ? BOM ? COK|2|13:20|665|1 STOP|NO INFO|13961|3|21|3
JET AIRWAYS|2019-06-24|BANGLORE|NEW DELHI|BLR ? DEL|7|10:10|180|NON-STOP|IN-FLIGHT MEAL NOT INCLUDED|5769|6|24|0
MULTIPLE CARRIERS|2019-06-24|NEW DELHI|COCHIN|DEL ? BOM ? COK|7|19:00|690|1 STOP|NO INFO|10877|6|24|0
INDIGO|2019-09-04|BANGLORE|NEW DELHI|BLR ? DEL|23|02:20|170|NON-STOP|NO INFO|4591|9|4|2
AIR INDIA|2019-06-05|KOLKATA|BANGLORE|CCU ? BOM ? AMD ? BLR|9|05:25|1200|2 STOPS|NO INFO|17732|6|5|2
JET AIRWAYS|2019-09-05|NEW DELHI|COCHIN|DEL ? BOM ? COK|18|04:25|610|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|12373|9|5|3
AIR ASIA|2019-06-27|KOLKATA|BANGLORE|CCU ? BLR|19|22:25|150|NON-STOP|NO INFO|3807|6|27|3
VISTARA|2019-09-06|KOLKATA|BANGLORE|CCU ? DEL ? BLR|7|20:20|790|1 STOP|NO INFO|9555|9|6|4
AIR ASIA|2019-06-06|BANGLORE|NEW DELHI|BLR ? DEL|11|13:55|165|NON-STOP|NO INFO|4483|6|6|3
JET AIRWAYS|2019-12-05|KOLKATA|BANGLORE|CCU ? BOM ? BLR|14|20:45|400|1 STOP|NO INFO|14781|12|5|3
JET AIRWAYS|2019-03-06|NEW DELHI|COCHIN|DEL ? IDR ? BOM ? COK|9|12:35|1620|2 STOPS|NO INFO|13292|3|6|2
JET AIRWAYS|2019-05-18|NEW DELHI|COCHIN|DEL ? BOM ? COK|19|19:00|1425|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|12373|5|18|5
INDIGO|2019-05-21|NEW DELHI|COCHIN|DEL ? HYD ? COK|6|12:10|320|1 STOP|NO INFO|5530|5|21|1
INDIGO|2019-05-18|NEW DELHI|COCHIN|DEL ? BOM ? COK|8|21:00|750|1 STOP|NO INFO|7081|5|18|5
JET AIRWAYS|2019-06-15|NEW DELHI|COCHIN|DEL ? BOM ? COK|9|12:35|1655|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|6|15|5
MULTIPLE CARRIERS|2019-05-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|11|19:15|455|1 STOP|NO INFO|9316|5|27|0
JET AIRWAYS|2019-09-05|KOLKATA|BANGLORE|CCU ? BOM ? BLR|6|18:15|705|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10844|9|5|3
INDIGO|2019-01-05|NEW DELHI|COCHIN|DEL ? BOM ? COK|7|21:00|810|1 STOP|NO INFO|8542|1|5|5
INDIGO|2019-04-15|BANGLORE|NEW DELHI|BLR ? DEL|16|19:55|180|NON-STOP|NO INFO|4823|4|15|0
AIR INDIA|2019-06-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|4|07:40|1660|1 STOP|NO INFO|12940|6|3|0
JET AIRWAYS|2019-06-06|KOLKATA|BANGLORE|CCU ? BOM ? BLR|21|04:40|450|1 STOP|NO INFO|13374|6|6|3
MULTIPLE CARRIERS|2019-03-21|NEW DELHI|COCHIN|DEL ? BOM ? COK|11|21:00|570|1 STOP|NO INFO|13062|3|21|3
JET AIRWAYS|2019-03-06|NEW DELHI|COCHIN|DEL ? JAI ? BOM ? COK|5|19:00|810|2 STOPS|NO INFO|13014|3|6|2
JET AIRWAYS|2019-06-21|BANGLORE|NEW DELHI|BLR ? DEL|18|22:00|185|NON-STOP|NO INFO|8541|6|21|4
JET AIRWAYS|2019-03-24|KOLKATA|BANGLORE|CCU ? BOM ? BLR|13|10:05|1210|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|11134|3|24|6
JET AIRWAYS|2019-03-21|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|8|19:10|615|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|7832|3|21|3
MULTIPLE CARRIERS|2019-09-05|NEW DELHI|COCHIN|DEL ? HYD ? COK|13|22:30|555|1 STOP|NO INFO|8888|9|5|3
JET AIRWAYS|2019-12-05|KOLKATA|BANGLORE|CCU ? BOM ? BLR|18|09:20|865|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|9663|12|5|3
MULTIPLE CARRIERS|2019-06-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|7|15:30|505|1 STOP|NO INFO|17267|6|3|0
JET AIRWAYS|2019-03-21|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|20|11:25|890|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|7832|3|21|3
VISTARA|2019-03-18|BANGLORE|NEW DELHI|BLR ? DEL|19|22:20|160|NON-STOP|NO INFO|12123|3|18|0
MULTIPLE CARRIERS|2019-05-15|NEW DELHI|COCHIN|DEL ? BOM ? COK|17|01:30|510|1 STOP|NO INFO|8073|5|15|2
SPICEJET|2019-12-04|BANGLORE|NEW DELHI|BLR ? DEL|9|12:20|170|NON-STOP|NO INFO|4991|12|4|2
GOAIR|2019-12-06|BANGLORE|NEW DELHI|BLR ? DEL|20|23:40|165|NON-STOP|NO INFO|3419|12|6|4
JET AIRWAYS|2019-06-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|19|19:00|1395|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|6|27|3
JET AIRWAYS|2019-01-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|19|12:35|1010|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|1|6|6
AIR ASIA|2019-03-04|KOLKATA|BANGLORE|CCU ? BLR|22|01:20|150|NON-STOP|NO INFO|3807|3|4|0
INDIGO|2019-03-03|MUMBAI|HYDERABAD|BOM ? HYD|12|13:25|85|NON-STOP|NO INFO|5755|3|3|6
JET AIRWAYS|2019-01-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|21|04:25|395|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|1|6|6
AIR INDIA|2019-05-21|NEW DELHI|COCHIN|DEL ? HYD ? BOM ? COK|17|07:40|865|2 STOPS|NO INFO|13039|5|21|1
JET AIRWAYS|2019-03-21|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|8|21:20|745|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|7832|3|21|3
INDIGO|2019-09-03|CHENNAI|KOLKATA|MAA ? CCU|7|10:15|140|NON-STOP|NO INFO|6297|9|3|1
JET AIRWAYS|2019-06-24|MUMBAI|HYDERABAD|BOM ? HYD|19|21:05|90|NON-STOP|IN-FLIGHT MEAL NOT INCLUDED|3210|6|24|0
MULTIPLE CARRIERS|2019-03-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|10|21:00|640|1 STOP|NO INFO|15147|3|3|6
INDIGO|2019-06-24|MUMBAI|HYDERABAD|BOM ? HYD|9|10:40|90|NON-STOP|NO INFO|4049|6|24|0
JET AIRWAYS|2019-12-06|NEW DELHI|COCHIN|DEL ? LKO ? BOM ? COK|9|12:35|1630|2 STOPS|NO INFO|13882|12|6|4
AIR INDIA|2019-05-21|KOLKATA|BANGLORE|CCU ? BOM ? BLR|9|21:50|745|1 STOP|NO INFO|8366|5|21|1
JET AIRWAYS|2019-03-15|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|22|07:40|530|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|9134|3|15|4
INDIGO|2019-03-04|BANGLORE|NEW DELHI|BLR ? DEL|8|11:20|170|NON-STOP|NO INFO|4823|3|4|0
AIR INDIA|2019-09-04|KOLKATA|BANGLORE|CCU ? MAA ? BLR|14|14:35|1440|1 STOP|NO INFO|5006|9|4|2
AIR INDIA|2019-01-06|NEW DELHI|COCHIN|DEL ? MAA ? COK|12|09:25|1255|1 STOP|NO INFO|7480|1|6|6
JET AIRWAYS|2019-06-06|KOLKATA|BANGLORE|CCU ? BOM ? BLR|16|22:35|365|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10844|6|6|3
JET AIRWAYS|2019-01-04|KOLKATA|BANGLORE|CCU ? BOM ? BLR|20|08:15|735|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|7064|1|4|4
INDIGO|2019-06-21|KOLKATA|BANGLORE|CCU ? BLR|14|16:55|150|NON-STOP|NO INFO|5224|6|21|4
AIR ASIA|2019-03-15|KOLKATA|BANGLORE|CCU ? BLR|10|12:55|155|NON-STOP|NO INFO|4384|3|15|4
MULTIPLE CARRIERS|2019-01-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|13|01:30|750|1 STOP|NO INFO|13377|1|6|6
MULTIPLE CARRIERS|2019-05-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|6|19:15|755|1 STOP|NO INFO|8837|5|27|0
AIR INDIA|2019-03-03|NEW DELHI|COCHIN|DEL ? MAA ? COK|17|09:25|965|1 STOP|NO INFO|16352|3|3|6
AIR INDIA|2019-09-06|NEW DELHI|COCHIN|DEL ? GOI ? BOM ? COK|22|19:15|1275|2 STOPS|NO INFO|10441|9|6|4
INDIGO|2019-09-05|CHENNAI|KOLKATA|MAA ? CCU|13|15:35|140|NON-STOP|NO INFO|3597|9|5|3
AIR ASIA|2019-12-06|KOLKATA|BANGLORE|CCU ? BLR|19|22:25|150|NON-STOP|NO INFO|3807|12|6|4
JET AIRWAYS|2019-06-05|KOLKATA|BANGLORE|CCU ? BOM ? BLR|20|08:15|735|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|9663|6|5|2
JET AIRWAYS|2019-01-04|KOLKATA|BANGLORE|CCU ? BOM ? BLR|20|19:50|1430|1 STOP|NO INFO|12681|1|4|4
VISTARA|2019-05-24|BANGLORE|NEW DELHI|BLR ? DEL|11|14:20|170|NON-STOP|NO INFO|4668|5|24|4
JET AIRWAYS|2019-05-18|NEW DELHI|COCHIN|DEL ? AMD ? BOM ? COK|13|12:35|1390|2 STOPS|NO INFO|15129|5|18|5
MULTIPLE CARRIERS|2019-03-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|17|01:35|485|1 STOP|NO INFO|17057|3|3|6
AIR INDIA|2019-03-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|21|07:40|640|1 STOP|NO INFO|8372|3|6|2
SPICEJET|2019-01-03|KOLKATA|BANGLORE|CCU ? BLR|17|19:45|150|NON-STOP|NO INFO|5515|1|3|3
JET AIRWAYS|2019-01-05|KOLKATA|BANGLORE|CCU ? GAU ? BLR|10|17:35|435|1 STOP|NO INFO|8355|1|5|5
INDIGO|2019-01-04|MUMBAI|HYDERABAD|BOM ? HYD|2|04:05|90|NON-STOP|NO INFO|2754|1|4|4
MULTIPLE CARRIERS|2019-06-15|NEW DELHI|COCHIN|DEL ? BOM ? COK|15|01:30|630|1 STOP|NO INFO|13377|6|15|5
JET AIRWAYS|2019-09-05|NEW DELHI|COCHIN|DEL ? BOM ? COK|19|19:00|1395|1 STOP|NO INFO|15554|9|5|3
INDIGO|2019-05-18|KOLKATA|BANGLORE|CCU ? BLR|14|16:55|150|NON-STOP|NO INFO|5224|5|18|5
INDIGO|2019-09-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|16|21:00|300|1 STOP|NO INFO|6069|9|6|4
JET AIRWAYS|2019-09-05|NEW DELHI|COCHIN|DEL ? BOM ? COK|11|12:35|1505|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|12373|9|5|3
JET AIRWAYS|2019-12-06|KOLKATA|BANGLORE|CCU ? BOM ? BLR|18|04:40|585|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|6959|12|6|4
SPICEJET|2019-05-27|KOLKATA|BANGLORE|CCU ? BLR|9|11:25|145|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|3841|5|27|0
AIR INDIA|2019-05-15|NEW DELHI|COCHIN|DEL ? BOM ? COK|3|19:15|925|1 STOP|NO INFO|8669|5|15|2
JET AIRWAYS|2019-01-06|NEW DELHI|COCHIN|DEL ? JAI ? BOM ? COK|5|19:00|810|2 STOPS|NO INFO|13014|1|6|6
JET AIRWAYS|2019-06-06|KOLKATA|BANGLORE|CCU ? BOM ? BLR|8|04:40|1215|1 STOP|NO INFO|13731|6|6|3
MULTIPLE CARRIERS|2019-05-21|NEW DELHI|COCHIN|DEL ? BOM ? COK|10|01:30|930|1 STOP|NO INFO|7888|5|21|1
VISTARA|2019-03-24|KOLKATA|BANGLORE|CCU ? DEL ? BLR|7|22:10|900|1 STOP|NO INFO|12942|3|24|6
VISTARA|2019-06-03|MUMBAI|HYDERABAD|BOM ? DEL ? HYD|11|09:25|1290|1 STOP|NO INFO|12395|6|3|0
JET AIRWAYS|2019-09-06|KOLKATA|BANGLORE|CCU ? BOM ? BLR|16|23:35|425|1 STOP|NO INFO|14571|9|6|4
INDIGO|2019-04-27|BANGLORE|NEW DELHI|BLR ? DEL|0|03:25|175|NON-STOP|NO INFO|4591|4|27|5
AIR INDIA|2019-09-05|KOLKATA|BANGLORE|CCU ? BOM ? COK ? BLR|9|13:45|1700|2 STOPS|NO INFO|12592|9|5|3
INDIGO|2019-06-06|KOLKATA|BANGLORE|CCU ? BLR|14|16:55|150|NON-STOP|NO INFO|4804|6|6|3
JET AIRWAYS|2019-05-21|KOLKATA|BANGLORE|CCU ? BOM ? BLR|14|08:15|1090|1 STOP|NO INFO|14388|5|21|1
AIR INDIA|2019-09-03|NEW DELHI|COCHIN|DEL ? GOI ? BOM ? COK|22|19:15|1275|2 STOPS|NO INFO|14851|9|3|1
JET AIRWAYS|2019-05-18|KOLKATA|BANGLORE|CCU ? BOM ? BLR|21|08:15|665|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|8586|5|18|5
JET AIRWAYS|2019-01-03|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|22|09:30|640|1 STOP|1 LONG LAYOVER|31825|1|3|3
JET AIRWAYS|2019-09-06|NEW DELHI|COCHIN|DEL ? BDQ ? BOM ? COK|18|04:25|600|2 STOPS|NO INFO|14237|9|6|4
INDIGO|2019-06-06|KOLKATA|BANGLORE|CCU ? MAA ? BLR|8|13:00|290|1 STOP|NO INFO|5069|6|6|3
JET AIRWAYS|2019-01-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|7|12:35|330|1 STOP|NO INFO|16079|1|6|6
JET AIRWAYS|2019-05-15|KOLKATA|BANGLORE|CCU ? BOM ? BLR|18|08:15|800|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|9663|5|15|2
MULTIPLE CARRIERS|2019-05-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|11|21:00|570|1 STOP|NO INFO|13587|5|27|0
AIR INDIA|2019-03-24|KOLKATA|BANGLORE|CCU ? DEL ? BLR|20|23:15|1605|1 STOP|NO INFO|10808|3|24|6
MULTIPLE CARRIERS|2019-05-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|10|19:15|555|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|11446|5|27|0
AIR INDIA|2019-01-05|MUMBAI|HYDERABAD|BOM ? HYD|19|20:45|75|NON-STOP|NO INFO|3100|1|5|5
GOAIR|2019-01-05|KOLKATA|BANGLORE|CCU ? AMD ? BLR|16|00:15|455|1 STOP|NO INFO|6484|1|5|5
INDIGO|2019-09-05|MUMBAI|HYDERABAD|BOM ? HYD|6|07:55|90|NON-STOP|NO INFO|4049|9|5|3
SPICEJET|2019-03-24|BANGLORE|NEW DELHI|BLR ? DEL|20|23:20|170|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|3873|3|24|6
INDIGO|2019-09-03|BANGLORE|NEW DELHI|BLR ? GOI ? DEL|19|00:40|310|1 STOP|NO INFO|7280|9|3|1
AIR INDIA|2019-05-27|MUMBAI|HYDERABAD|BOM ? HYD|13|15:25|90|NON-STOP|NO INFO|3625|5|27|0
SPICEJET|2019-06-15|BANGLORE|NEW DELHI|BLR ? DEL|21|00:05|175|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|3919|6|15|5
JET AIRWAYS|2019-09-05|NEW DELHI|COCHIN|DEL ? BOM ? COK|2|19:00|1005|1 STOP|NO INFO|15554|9|5|3
INDIGO|2019-03-06|CHENNAI|KOLKATA|MAA ? CCU|7|10:15|140|NON-STOP|NO INFO|3850|3|6|2
JET AIRWAYS|2019-05-21|NEW DELHI|COCHIN|DEL ? AMD ? BOM ? COK|23|19:00|1195|2 STOPS|NO INFO|15129|5|21|1
JET AIRWAYS|2019-12-05|BANGLORE|NEW DELHI|BLR ? DEL|18|22:00|185|NON-STOP|NO INFO|7229|12|5|3
